language,repo_id,repo_name,repo_owner_login,size,stargazers_count,watchers_count 
PHP,134953788,sakura,mashirozx,45721,3114,3114
PHP,359687154,readme-typing-svg,DenverCoder1,570,3106,3106
PHP,69691727,PocketMine-MP,pmmp,48157,3097,3097
PHP,2641391,doctrine-bridge,symfony,3135,3062,3062
PHP,4343951,options-resolver,symfony,775,3045,3045
PHP,32222363,astral,astralapp,32161,3025,3025
PHP,30598377,asset,symfony,346,3021,3021
PHP,278929867,github-profile-views-counter,antonkomarev,83,3008,3008
PHP,84444835,easy-sms,overtrue,415,2981,2981
PHP,541322916,client,openai-php,1697,2980,2980
PHP,52596904,tntsearch,teamtnt,9128,2964,2964
PHP,142127816,pikachu,zhuifengshaonianhanlu,3548,2963,2963
PHP,32067087,laravel-analytics,spatie,14723,2911,2911
PHP,2686502,pimcore,pimcore,515793,2908,2908
PHP,1934695,xdebug,xdebug,10520,2902,2902
PHP,56836583,instagram-php-scraper,postaddictme,653,2889,2889
PHP,2536618,thinkphp,top-think,9433,2874,2874
PHP,56430871,apiato,apiato,9032,2859,2859
PHP,17722440,alltube,Rudloff,4091,2857,2857
PHP,77424415,blog,jcc,7020,2854,2854
PHP,26881765,aimeos-core,aimeos,93973,2851,2851
PHP,111562942,cms,statamic,49193,2847,2847
PHP,23156260,CMB2,CMB2,7588,2835,2835
PHP,3811518,slugify,cocur,839,2829,2829
PHP,32556722,laravel-wechat,overtrue,259,2828,2828
PHP,74152323,laravel-gitscrum,gitscrum-team,14502,2824,2824
PHP,5757727,Codiad,Codiad,9305,2823,2823
PHP,28039,htmlpurifier,ezyang,8815,2807,2807
PHP,2641404,monolog-bundle,symfony,967,2796,2796
PHP,112659734,bref,brefphp,8239,2791,2791
PHP,1509011,FOSRestBundle,FriendsOfSymfony,4849,2775,2775
PHP,14964923,FoundationPress,olefredrik,10867,2731,2731
PHP,24872332,scotch-box,scotch-io,81,2724,2724
PHP,27195711,easyappointments,alextselegidis,34456,2723,2723
PHP,232390,vanilla,vanilla,157772,2699,2699
PHP,66611984,easy-tips,TIGERB,39624,2697,2697
PHP,143975804,Lychee,LycheeOrg,132618,2689,2689
PHP,7776575,php-enum,myclabs,169,2684,2684
PHP,12970006,expression-language,symfony,605,2689,2689
PHP,74026995,php-ddd-example,CodelyTV,2322,2677,2677
PHP,41092552,laravel-auditing,owen-it,902,2676,2676
PHP,18992087,cms,LavaLite,8900,2661,2661
PHP,7592763,property-access,symfony,1200,2653,2653
PHP,222356890,map,aimeos,920,2648,2648
PHP,1398645,form,symfony,14012,2644,2644
PHP,175168121,Unifiedtransform,changeweb,11658,2628,2628
PHP,16185196,robo,consolidation,21244,2624,2624
PHP,21339165,flash,laracasts,72,2620,2620
PHP,16455664,TastyIgniter,tastyigniter,54208,2613,2613
PHP,3962354,tesseract-ocr-for-php,thiagoalessio,1215,2608,2608
PHP,227707,Pimple,silexphp,265,2593,2593
PHP,4554599,database,illuminate,10604,2573,2573
PHP,93982796,RED_HAWK,Tuhinshubhra,46,2536,2536
PHP,1549947,flight,mikecao,354,2532,2532
PHP,11535888,CMS,BootstrapCMS,7420,2529,2529
PHP,44745114,polyfill-intl-icu,symfony,111,2512,2512
PHP,70726575,My-CTF-Web-Challenges,orangetw,61923,2502,2502
PHP,18382480,device-detector,matomo-org,31015,2500,2500
PHP,1398672,validator,symfony,9121,2496,2496
PHP,23768977,commonmark,thephpleague,5877,2489,2489
PHP,215064619,blueprint,laravel-shift,1172,2481,2481
PHP,6547487,php-option,schmittjoh,154,2482,2482
PHP,34574921,httplug,php-http,191,2477,2477
PHP,11291794,Stringy,danielstjules,1459,2470,2470
PHP,96041872,image-optimizer,spatie,4640,2454,2454
PHP,503236212,pint,laravel,137427,2452,2452
PHP,39585488,multi-tenant,tenancy,1583,2449,2449
PHP,6416536,alice,nelmio,4773,2448,2448
PHP,111680504,xdebug-handler,composer,304,2445,2445
PHP,31343845,Laravel-5-Generators-Extended,laracasts,138,2443,2443
PHP,9982892,PHPCI,dancryer,8696,2436,2436
PHP,136996333,laravel-shop,summerblue,8504,2414,2414
PHP,114228700,async,spatie,246,2406,2406
PHP,1566874,twig-bridge,symfony,2860,2398,2398
PHP,44726463,polyfill,symfony,2796,2397,2397
PHP,58001483,valet,laravel,97968,2392,2392
PHP,20664530,simple-qrcode,SimpleSoftwareIO,708,2381,2381
PHP,31119738,phpunit-bridge,symfony,1227,2379,2379
PHP,13300645,oauth2-server-laravel,lucadegasperi,746,2375,2375
PHP,64946222,link,php-fig,32,2368,2368
PHP,1648795,DoctrineFixturesBundle,doctrine,383,2370,2370
PHP,15167051,PhpMetrics,phpmetrics,29400,2367,2367
PHP,9736937,laravel-breadcrumbs,d13r,791,2366,2366
PHP,131031925,polyfill-php73,symfony,33,2371,2371
PHP,45406338,crawler,spatie,448,2362,2362
PHP,29745084,leantime,Leantime,106905,2362,2362
PHP,45259338,deptrac,qossmic,10762,2355,2355
PHP,2641405,security-bundle,symfony,3704,2353,2353
PHP,4387220,assert,beberlei,774,2344,2344
PHP,61171677,payment,helei112g,1358,2342,2342
PHP,18842338,php-graph-sdk,facebookarchive,1938,3137,3137
PHP,14875475,csv,thephpleague,8662,3125,3125
PHP,17253775,zabbix,zabbix,1467811,3122,3122
PHP,11239863,git-updater,afragen,16193,3073,3073
PHP,79166184,laravel-vue-spa,cretueusebiu,2487,3043,3043
PHP,80249302,cms,craftcms,485036,3033,3033
PHP,27031275,laravel-log-viewer,rap2hpoutre,168,3020,3020
PHP,7448868,dnscat2,iagox86,3916,3011,3011
PHP,307018731,github-readme-streak-stats,DenverCoder1,949,2993,2993
PHP,12848767,fis,fex-team,5035,2975,2975
PHP,1951136,minify,mrclay,1758,2975,2975
PHP,3192821,satis,composer,2275,2973,2973
PHP,137250044,reflection,doctrine,554,2970,2970
PHP,14724954,opensourcepos,opensourcepos,55396,2920,2920
PHP,4365645,gitlist,klaussilveira,4222,2908,2908
PHP,1398628,browser-kit,symfony,956,2828,2828
PHP,17069630,DoctrineCacheBundle,doctrine,284,2775,2775
PHP,125568868,panther,symfony,517,2764,2764
PHP,96090745,phpggc,ambionics,502,2730,2730
PHP,53581270,CRUD,Laravel-Backpack,75463,2708,2708
PHP,38233033,telegram-bot-sdk,irazasyed,2075,2692,2692
PHP,10866815,rocketeer,rocketeers,4789,2692,2692
PHP,524886955,log-viewer,opcodesio,4037,2678,2678
PHP,6631182,stopwatch,symfony,412,2668,2668
PHP,1566536,klein.php,klein,1792,2655,2655
PHP,39682214,Piwigo,Piwigo,67191,2623,2623
PHP,31294964,php-must-watch,phptodayorg,33,2606,2606
PHP,11476171,iseed,orangehill,154,2591,2591
PHP,48327510,QueryList,jae-jae,783,2577,2577
PHP,44519483,versionpress,versionpress,7598,2576,2576
PHP,165894,xhprof,phacility,1723,2564,2564
PHP,9601783,intl,symfony,27463,2544,2544
PHP,27965134,core,opnsense,83240,2512,2512
PHP,116010682,card-system,Tai7sy,25102,2488,2488
PHP,449622001,codefever,PGYER,57890,2460,2460
PHP,16703706,closure,opis,504,2459,2459
PHP,1267753,Gaufrette,KnpLabs,2348,2458,2458
PHP,8603408,revisionable,VentureCraft,307,2446,2446
PHP,28349062,glide,thephpleague,572,2444,2444
PHP,57463067,AzuraCast,AzuraCast,249091,2442,2442
PHP,18628501,LexikJWTAuthenticationBundle,lexik,1385,2427,2427
PHP,15282186,laravel-snappy,barryvdh,91,2420,2420
PHP,11588127,PHPVerbalExpressions,VerbalExpressions,83,2404,2404
PHP,2641410,twig-bundle,symfony,2018,2392,2392
PHP,188791042,service-contracts,symfony,88,2380,2380
PHP,188790580,translation-contracts,symfony,98,2373,2373
PHP,197547987,error-handler,symfony,575,2370,2370
PHP,193104152,anonaddy,anonaddy,4679,2357,2357
PHP,25933211,laravel-messenger,cmgmyr,387,2341,2341
PHP,481040,CodeIgniter-Ion-Auth,benedmunds,3196,2337,2337
PHP,1398663,serializer,symfony,3896,2333,2333
PHP,145591996,down_52pojie_cn,ganlvtech,1006,2319,2319
PHP,71485542,kimai,kimai,42012,2314,2314
PHP,12895187,laravel.io,laravelio,25549,2304,2304
PHP,102995863,laravel-page-speed,renatomarinho,216,2303,2303
PHP,41741965,LogViewer,ARCANEDEV,1452,2302,2302
PHP,679584,openemr,openemr,546732,2300,2300
PHP,9719670,phpfastcache,PHPSocialNetwork,21545,2298,2298
PHP,131995661,platform,shopware,246844,2293,2293
PHP,3193843,drush,drush-ops,84326,2288,2288
PHP,137591095,eloquent-has-many-deep,staudenmeir,197,2286,2286
PHP,63396077,vuedo,Vuedo,1014,2285,2285
PHP,32315619,L5-Swagger,DarkaOnLine,1807,2283,2283
PHP,150832711,OLAINDEX,WangNingkai,3946,2277,2277
PHP,159448313,shopxo,gongfuxiang,348569,2277,2277
PHP,213238,redbean,gabordemooij,8200,2275,2275
PHP,112500,phploc,sebastianbergmann,20948,2275,2275
PHP,6378047,promise,reactphp,808,2275,2275
PHP,6954048,serializer,schmittjoh,4864,2274,2274
PHP,643885884,gptlink,gptlink,21171,2271,2271
PHP,29501260,core,api-platform,43832,2255,2255
PHP,20021038,InvoicePlane,InvoicePlane,22084,2252,2252
PHP,17388759,cashier-stripe,laravel,47773,2251,2251
PHP,15756427,escpos-php,mike42,1723,2249,2249
PHP,9043091,captcha,mewebstudio,1248,2249,2249
PHP,55360541,math-php,markrogoyski,5955,2243,2243
PHP,54690589,php-gui,gabrielrcouto,143353,2241,2241
PHP,189104054,ui,laravel,274,2232,2232
PHP,17119190,Laravel-Phone,Propaganistas,285,2228,2228
PHP,9853537,baum,etrepat,637,2228,2228
PHP,55138255,inflector,symfony,176,2228,2228
PHP,113874,phpcpd,sebastianbergmann,46402,2226,2226
PHP,3601728,HWIOAuthBundle,hwi,3543,2217,2217
PHP,147208524,safe,thecodingmachine,1621,2213,2213
PHP,256408,lessphp,leafo,840,2212,2212
PHP,153632216,data-transfer-object,spatie,453,2210,2210
PHP,40307019,phpsocket.io,walkor,388,2203,2203
PHP,142787719,larecipe,saleem-hadad,7418,2202,2202
PHP,17183369,PHP-Vars-To-Js-Transformer,laracasts,78,2200,2200
PHP,9916368,GeoIP2-php,maxmind,5325,2196,2196
PHP,38478437,tsf,Tencent,298,2195,2195
PHP,76627423,plus,slimkit,88079,2192,2192
PHP,2764963,boris,borisrepl,1016,2171,2171
PHP,39198480,laravel-responsecache,spatie,825,2170,2170
PHP,188785451,cache-contracts,symfony,61,2160,2160
PHP,4782634,password_compat,ircmaxell,63,2156,2156
PHP,49680187,DaybydayCRM,Bottelet,19392,2152,2152
PHP,58212753,PHP-backdoors,bartblaze,15571,2148,2148
PHP,8595323,PayPal-PHP-SDK,paypal,14631,2147,2147
PHP,3564353,Baikal,sabre-io,6926,2144,2144
PHP,4006755,NelmioApiDocBundle,nelmio,18076,2143,2143
PHP,4237727,huge,panique,6822,2138,2138
PHP,1415827,ApiGen,ApiGen,9988,2136,2136
PHP,6266214,paratest,paratestphp,2532,2136,2136
PHP,3891123,Open-Web-Analytics,Open-Web-Analytics,17030,2126,2126
PHP,177970782,laravel-actions,lorisleiva,526,2125,2125
PHP,3690423,GoogleAuthenticator,PHPGangsta,39,2124,2124
PHP,75774406,skeleton,php-pds,38,2121,2121
PHP,25987947,smarty,smarty-php,19044,2120,2120
PHP,13546918,FruityWifi,xtr4nge,1236,2119,2119
PHP,40770322,DiDOM,Imangazaliev,468,2117,2117
PHP,103836049,laravel-model-caching,GeneaLabs,2196,2115,2115
PHP,138328462,freescout,freescout-helpdesk,21941,2108,2108
PHP,55801807,shlink,shlinkio,36896,2107,2107
PHP,1095228,SonataAdminBundle,sonata-project,45634,2095,2095
PHP,3948501,php-github-api,KnpLabs,2191,2078,2078
PHP,81794847,ThinkAdmin,zoujingli,69687,2069,2069
PHP,330622402,mochat,mochat-cloud,7410,2064,2064
PHP,15836700,phoronix-test-suite,phoronix-test-suite,27464,2060,2060
PHP,12496360,pdfparser,smalot,63874,2059,2059
PHP,65798229,easy-log-handler,EasyCorp,36,2055,2055
PHP,145748938,LinkAce,Kovah,6215,2051,2051
PHP,43197094,property-info,symfony,934,2044,2044
PHP,59691202,laratrust,santigarcor,1909,2038,2038
PHP,36250118,jigsaw,tighten,1410,2038,2038
PHP,5409008,easyengine,EasyEngine,5872,2031,2031
PHP,98536285,wizard,mylxsw,14981,2022,2022
PHP,4334944,Sami,FriendsOfPHP,758,2017,2017
PHP,6147928,Embed,oscarotero,12855,2015,2015
PHP,512431,idiorm,j4mie,739,2011,2011
PHP,20911895,searchable,nicolaslopezj,116,2009,2009
PHP,3614664,PHPCompatibility,PHPCompatibility,8514,2009,2009
PHP,7956480,security-checker,sensiolabs,128,2006,2006
PHP,55690447,laravel-translatable,spatie,247,2005,2005
PHP,68595316,graphql-laravel,rebing,2330,2005,2005
PHP,15120746,laravel-geoip,Torann,168,1997,1997
PHP,15844224,Transliterator,Behat,247,1998,1998
PHP,37307032,music,maicong,358,1992,1992
PHP,75645659,wordpress-develop,WordPress,252926,1974,1974
PHP,1186228,LittleProxy,adamfisk,7397,1970,1970
PHP,7798948,security-advisories,FriendsOfPHP,1246,1966,1966
PHP,28938624,firebase-php,kreait,3671,1965,1965
PHP,10567792,testbench,orchestral,1008,1961,1961
PHP,63073314,phphub5,summerblue,20573,1960,1960
PHP,1785452,functional-php,lstrojny,1069,1959,1959
PHP,13329845,wordplate,vinkla,1131,1958,1958
PHP,410524724,termwind,nunomaduro,8971,1954,1954
PHP,1375774,DirectoryLister,DirectoryLister,6373,1950,1950
PHP,6659216,Laravel-Administrator,FrozenNode,7573,1950,1950
PHP,539751,DoctrineExtensions,beberlei,655,1946,1946
PHP,58233773,dashboard.spatie.be,spatie,7736,1939,1939
PHP,37647794,phpipam,phpipam,23828,1934,1934
PHP,39873788,laravel-filemanager,UniSharp,4611,1933,1933
PHP,146569764,var-exporter,symfony,367,1926,1926
PHP,130863253,event-dispatcher,php-fig,29,1920,1920
PHP,27548713,imagehash,jenssegers,1372,1915,1915
PHP,230895883,chatify,munafio,4367,1911,1911
PHP,132244601,icon-workshop,zhanghuanchong,13676,1909,1909
PHP,488520,Buzz,kriswallsmith,2045,1909,1909
PHP,38710769,LaravelInstaller,rashidlaasri,2187,1902,1902
PHP,30237105,laravel-hashids,vinkla,217,1892,1892
PHP,95741878,infection,infection,48504,1889,1889
PHP,74829244,health,antonioribeiro,4365,1887,1887
PHP,102767320,laravel-enum,BenSampo,559,1877,1877
PHP,248276390,laravel-migrations-generator,kitloong,974,1872,1872
PHP,6138240,minify,matthiasmullie,809,1870,1870
PHP,111099392,chrome,chrome-php,485,1865,1865
PHP,17694277,php-generator,nette,793,1865,1865
PHP,121482350,ML,RubixML,30041,1858,1858
PHP,1582219,phpspec,phpspec,5137,1851,1851
PHP,64947285,link-util,php-fig,69,1851,1851
PHP,128174809,fast-excel,rap2hpoutre,212,1850,1850
PHP,66956607,blade-icons,blade-ui-kit,438,1838,1838
PHP,4452776,WordPress-Skeleton,markjaquith,28,1836,1836
PHP,271550942,ibis,themsaid,591,1834,1834
PHP,43743138,laravel-fractal,spatie,321,1831,1831
PHP,1066321,StofDoctrineExtensionsBundle,stof,295,1831,1831
PHP,166765515,WDScanner,TideSec,27526,1827,1827
PHP,8653545,twitter-api-php,J7mbo,89,1825,1825
PHP,19316246,workerman-todpole,walkor,994,1824,1824
PHP,35628567,adminlte-laravel,mdbootstrap,21848,1816,1816
PHP,9738052,date,jenssegers,528,1808,1808
PHP,65804057,SRL-PHP,SimpleRegex,106,1803,1803
PHP,100339187,laracom,jsdecena,13372,1800,1800
PHP,22271553,php-webshells,JohnTroony,2427,1795,1795
PHP,141023215,laravel-query-detector,beyondcode,92,1794,1794
PHP,2708495,NelmioCorsBundle,nelmio,185,1794,1794
PHP,11077916,Gazelle,WhatCD,29575,1789,1789
PHP,7068587,livehelperchat,LiveHelperChat,302931,1786,1786
PHP,139572584,laravel-er-diagram-generator,beyondcode,57,1781,1781
PHP,10456191,jose,namshi,214,1781,1781
PHP,40664963,laravel-graphql,folkloreinc,539,1780,1780
PHP,188790149,http-client-contracts,symfony,153,1780,1780
PHP,64629613,actionview,lxerxa,68197,1779,1779
PHP,440520058,open-ai,orhanerday,2097,1779,1779
PHP,14574404,S3-Uploads,humanmade,10388,1777,1777
PHP,23203167,Torch,mattstauffer,721,1777,1777
PHP,12826562,laravel-uuid,webpatser,94,1777,1777
PHP,281640234,video_spider,5ime,131,1777,1777
PHP,44745120,polyfill-intl-normalizer,symfony,116,1778,1778
PHP,174382335,http-client,symfony,1353,1771,1771
PHP,42912130,amp-wp,ampproject,165426,1770,1770
PHP,1674552,JMSSerializerBundle,schmittjoh,1597,1770,1770
PHP,19071965,webim,matyhtf,518,1769,1769
PHP,6825542,Payum,Payum,11934,1768,1768
PHP,1394574,Custom-Metaboxes-and-Fields-for-WordPress,WebDevStudios,976,1768,1768
PHP,239137434,deprecation-contracts,symfony,25,1764,1764
PHP,102098400,php-msf,pinguo,3450,1762,1762
PHP,1712563,metadata,schmittjoh,239,1762,1762
PHP,155978483,SMProxy,louislivi,504,1762,1762
PHP,81589681,laravel-impersonate,404labfr,162,1759,1759
PHP,1975671,Kunena-Forum,Kunena,174900,1759,1759
PHP,1541369,Bonfire,lonnieezell,18345,1397,1397
PHP,3125454,ICEcoder,icecoder,8596,1396,1396
PHP,34407154,composer-patches,cweagans,1783,1390,1390
PHP,36608028,money,brick,458,1386,1386
PHP,94601472,algorithm-php,m9rco,233,1385,1385
PHP,39083358,spdx-licenses,composer,167,1382,1382
PHP,855523,chromephp,ccampbell,327,1378,1378
PHP,828595,KnpMenuBundle,KnpLabs,614,1371,1371
PHP,278726910,deprecations,doctrine,98,1371,1371
PHP,36118904,guzzle6-adapter,php-http,110,1370,1370
PHP,440577490,lunar,lunarphp,5232,1366,1366
PHP,120242779,book,3masterplus,1238870,1365,1365
PHP,4612164,PHP-Error,JosephLenton,550,1362,1362
PHP,5225555,scssphp,leafo,2183,1356,1356
PHP,182036179,vmqphp,szvone,24330,1354,1354
PHP,15290899,firewall,antonioribeiro,869,1354,1354
PHP,13884575,php-console,barbushin,261,1352,1352
PHP,269325451,sendportal,mettle,334,1351,1351
PHP,4464333,cops,seblucas,8389,1348,1348
PHP,2785023,SimpleImage,claviska,2489,1347,1347
PHP,69368104,opening-hours,spatie,387,1343,1343
PHP,82088125,pinghsu,chakhsu,1635,1342,1342
PHP,18734315,php-svg-lib,dompdf,2913,1342,1342
PHP,5249039,pusher-http-php,pusher,1180,1340,1340
PHP,144156275,PHPMatrix,MarkBaker,182,1339,1339
PHP,8059663,geotools,thephpleague,1486,1335,1335
PHP,37637200,Elasticquent,elasticquent,140,1333,1333
PHP,118182130,puphpeteer,rialto-php,2602,1332,1332
PHP,42588972,chronos,cakephp,1143,1330,1330
PHP,16710350,react-php-v8js,reactjs,33,1330,1330
PHP,207405,php-activerecord,jpfuentes2,1065,1323,1323
PHP,35845846,message-factory,php-http,39,1321,1321
PHP,5682970,shopware,shopware5,223584,1320,1320
PHP,39904377,fusio,apioo,30598,1319,1319
PHP,93950126,churn-php,bmitch,1087,1314,1314
PHP,274912708,netease-cloud-api,ZainCheung,28,1313,1313
PHP,99229860,handesk,BadChoice,5456,1313,1313
PHP,88736150,diskover-community,diskoverdata,35120,1308,1308
PHP,119039392,WeChatDeveloper,zoujingli,686,1305,1305
PHP,610764901,writeout.ai,beyondcode,23897,1297,1297
PHP,81122723,laravel-opcache,appstract,212,1280,1280
PHP,37218114,laravel-packager,Jeroen-G,233,1280,1280
PHP,36928157,openflights,jpatokal,64219,1280,1280
PHP,19611718,swap,florianv,959,1280,1280
PHP,78247984,web-server-bundle,symfony,237,1280,1280
PHP,1474568,unirest-php,Kong,274,1280,1280
PHP,27990640,testlink-code,TestLinkOpenSourceTRMS,101007,1278,1278
PHP,32155295,laravel-lang,overtrue,106,1277,1277
PHP,107351381,asimov,stevegrunwell,99,1274,1274
PHP,263720853,blade-ui-kit,blade-ui-kit,360,1273,1273
PHP,14895052,container-interop,container-interop,308,1272,1272
PHP,31495112,JoliNotif,jolicode,1628,1272,1272
PHP,178552393,mailer,symfony,512,1273,1273
PHP,34443891,jieba-php,fukuball,40254,1271,1271
PHP,12093104,stack-cors,asm89,97,1271,1271
PHP,33179341,phpstorm-stubs,JetBrains,12562,1263,1263
PHP,48323090,coding-standard,slevomat,5852,1262,1262
PHP,6287585,PocketMine-MP,PocketMine,11821,1261,1261
PHP,139805628,Cloudflare-CNAME-Setup,ZE3kr,0,1256,1256
PHP,62055265,laravel-cookie-consent,spatie,181,1256,1256
PHP,133411492,wprig,wprig,3499,1255,1255
PHP,92022966,voten,voten-co,20526,1254,1254
PHP,47127359,socialite,overtrue,452,1252,1252
PHP,11524729,color-extractor,thephpleague,777,1250,1250
PHP,34985876,optimus,jenssegers,2517,1245,1245
PHP,286742051,PentesterSpecialDict,a3vilc0de,56855,1245,1245
PHP,200280907,laravel-compass,davidhsianturi,3998,1244,1244
PHP,7905923,http-server,amphp,14619,1243,1243
PHP,2524463,Propel2,propelorm,31350,1242,1242
PHP,21345765,themosis,themosis,6737,1235,1235
PHP,254024234,Speedtest-Tracker,henrywhitaker3,90178,1234,1234
PHP,15719909,laravel-push-notification,davibennun,25,1231,1231
PHP,169218900,laraberg,VanOns,68213,1230,1230
PHP,958552,oembed,iamcal,3878,1225,1225
PHP,48512561,laravel-sluggable,spatie,290,1223,1223
PHP,74684096,schema-org,spatie,5699,1222,1222
PHP,97530740,phpunit-pretty-result-printer,mikeerickson,709,1216,1216
PHP,83446927,easy-coding-standard,easy-coding-standard,94808,1215,1215
PHP,88125635,Beanbun,kiddyuchina,82,1213,1213
PHP,49128337,carbon-fields,htmlburger,17929,1212,1212
PHP,2217665,evenement,igorw,120,1211,1211
PHP,1389143,RabbitMqBundle,php-amqplib,949,1210,1210
PHP,40648138,HyperDown,segmentfault,357,1204,1204
PHP,1398662,security,symfony,5591,1202,1202
PHP,36024079,psr-http-message-bridge,symfony,158,1200,1200
PHP,187452214,type,sebastianbergmann,55635,1196,1196
PHP,77753786,FiercePhish,Raikia,10741,1195,1195
PHP,743218,KnpSnappyBundle,KnpLabs,172,1191,1191
PHP,20672392,ElasticPress,10up,75909,1185,1185
PHP,71080508,laravel,reliese,633,1182,1182
PHP,5567650,NotificationPusher,Ph3nol,385,1179,1179
PHP,7452327,mysqldump-php,ifsnop,419,1178,1178
PHP,28512514,Base,TypiCMS,22555,1177,1177
PHP,5250000,AltoRouter,dannyvankooten,132,1177,1177
PHP,38419604,pdf-to-image,spatie,140,1177,1177
PHP,83650803,scout-elasticsearch-driver,babenkoivan,356,1174,1174
PHP,341695,ToroPHP,anandkunal,643,1172,1172
PHP,36755218,discovery,php-http,689,1169,1169
PHP,99018630,parental,tighten,366,1168,1168
PHP,89945336,laravel-realworld-example-app,gothinkster,359,1165,1165
PHP,291804966,fortify,laravel,438,1448,1448
PHP,44745107,polyfill-intl-grapheme,symfony,63,1452,1452
PHP,189715345,awesome-ios,ivanvorobei,703,1447,1447
PHP,21408546,kafka-php,weiboad,948,1443,1443
PHP,107609428,http-client,php-fig,21,1441,1441
PHP,3348788,sendgrid-php,sendgrid,4215,1438,1438
PHP,44440017,zanphp,youzan,2778,1438,1438
PHP,3024954,sculpin,sculpin,1633,1436,1436
PHP,5259347,n98-magerun,netz98,39368,1434,1434
PHP,299514,twilio-php,twilio,13643,1434,1434
PHP,2145654,SEOstats,eyecatchup,1087,1434,1434
PHP,6402541,ApnsPHP,immobiliare,2209,1433,1433
PHP,14302657,php-phantomjs,jonnnnyw,19818,1428,1428
PHP,250246992,laravel-livewire-tables,rappasoft,1337,1428,1428
PHP,21611022,yii2-starter-kit,yii-starter-kit,18677,1421,1421
PHP,16645488,PHPloy,banago,25535,1420,1420
PHP,2966405,Pears,simplebits,734,1420,1420
PHP,38423721,php-malware-finder,jvoisin,3753,1419,1419
PHP,2772718,wordless,welaika,13321,1416,1416
PHP,60865090,tc-lib-pdf,tecnickcom,198,1415,1415
PHP,62261287,scout,laravel,781,1414,1414
PHP,64479455,laravel-ffmpeg,protonemedia,10531,1413,1413
PHP,56097020,crunz,lavary,996,1413,1413
PHP,582445575,laravel,openai-php,48,1412,1412
PHP,28060246,YetiForceCRM,YetiForceCompany,416622,1411,1411
PHP,29455529,cacti,Cacti,203333,1409,1409
PHP,7589802,ardent,laravel-ardent,331,1405,1405
PHP,204518880,WebStack,owen0o0,4456,1390,1390
PHP,139740733,laravel-self-diagnosis,beyondcode,177,1387,1387
PHP,2536145,dav,sabre-io,14441,1386,1386
PHP,11359294,plates,thephpleague,1011,1385,1385
PHP,63767149,SwooleDistributed,SwooleDistributed,11042,1384,1384
PHP,1771390,vfsStream,bovigo,1312,1366,1366
PHP,7692851,Negotiation,willdurand,348,1366,1366
PHP,34950103,crud-generator,sohelamin,423,1365,1365
PHP,443605948,ProxiTok,pablouser1,621,1357,1357
PHP,176938195,composer-unused,composer-unused,4827,1357,1357
PHP,2174182,KnpMenu,KnpLabs,712,1354,1354
PHP,82142712,VueThink,honraytech,2760,1347,1347
PHP,5569958,phpsysinfo,phpsysinfo,10686,1343,1343
PHP,44745139,polyfill-util,symfony,48,1341,1341
PHP,14187237,mini,panique,2998,1340,1340
PHP,87835941,web-link,symfony,167,1338,1338
PHP,5816879,former,formers,3163,1334,1334
PHP,806201,revolution,modxcms,97610,1325,1325
PHP,188390397,laravel-create,pipe-dream,14547,1318,1318
PHP,10392044,laravel-sitemap,LaraPalCom,334,1311,1311
PHP,2410994,wordpress-heroku,mhoofman,33596,1310,1310
PHP,247825643,laravel-microscope,imanghafoori1,1471,1309,1309
PHP,48928504,acf-to-rest-api,airesvsg,74,1308,1308
PHP,38191198,php-qrcode-detector-decoder,khanamiryan,635,1300,1300
PHP,8416378,php-spider,mvdbos,631,1298,1298
PHP,2973808,jsonlint,Seldaek,157,1295,1295
PHP,72307634,theme,tonik,1516,1289,1289
PHP,181729301,laravel-orion,tailflow,1087,1279,1279
PHP,5988969,Finite,yohang,586,1276,1276
PHP,330900866,Joe,HaoOuBa,25577,1270,1270
PHP,15090687,Laravel-Markdown,GrahamCampbell,383,1265,1265
PHP,277068533,PHP,TheAlgorithms,225,1262,1262
PHP,63741608,page-cache,JosephSilber,54,1115,1115
PHP,4058214,WP-Stack,markjaquith,45,1113,1113
PHP,9871244,micro-ecc,kmackay,671,1111,1111
PHP,146698175,PicUploader,xiebruce,54252,1109,1109
PHP,1604999,HTML5-Reset-WordPress-Theme,murtaugh,739,1108,1108
PHP,4287591,socket,reactphp,894,1107,1107
PHP,58305903,laravel-google-calendar,spatie,2487,1107,1107
PHP,322303805,proxy-manager-lts,FriendsOfPHP,4386,1106,1106
PHP,535309783,speedtest-tracker,alexjustesen,3315,1104,1104
PHP,60061437,Bypass_Disable_functions_Shell,l3m0n,28,1103,1103
PHP,274180401,livewire-datatables,MedicOneSystems,955,1102,1102
PHP,11461564,revive-adserver,revive-adserver,131182,1102,1102
PHP,42903237,halite,paragonie,1275,1098,1098
PHP,65915598,regex,spatie,91,1097,1097
PHP,2868510,FOSOAuthServerBundle,FriendsOfSymfony,686,1095,1095
PHP,10389494,php-dockerized,kasperisager,90,1095,1095
PHP,3197261,crayon-syntax-highlighter,aramk,4402,1094,1094
PHP,116257621,tenancy,tenancy,1335,1094,1094
PHP,8245842,php-vcr,php-vcr,1182,1093,1093
PHP,64497532,UniShopX,EleTeam,134691,1091,1091
PHP,32496241,eloquence,jarektkaczyk,277,1088,1088
PHP,56256296,loklak_php_api,loklak,248,1085,1085
PHP,7560719,php-domain-parser,jeremykendall,1890,1084,1084
PHP,73469600,laravel-follow,overtrue,238,1084,1084
